timestamp,location,tweet,username,all_hashtags,followers_count
2022-01-08 10:00:00+00:00,Atlanta,b'The Supreme Court\xe2\x80\x99s conservative majority appears skeptical of the Biden administration\xe2\x80\x99s authority to impose a vaccine-or-testing requirement on the nation\xe2\x80\x99s large employers. https://t.co/UJjUW6CEah',b'wsbradio',[],49253
2022-01-08 09:59:56+00:00,"Lafayette, LA",b'How Joe Biden got to the White House.  His words   https://t.co/MqKwEjGlJv',b'RealSaltySlim',[],13995
2022-01-08 09:59:55+00:00,UK,"b'Watch ""Biden warns Russia and China: But is Europe on board? | To the Point"" on YouTube https://t.co/tOLOt9V6hK'",b'KevinMo95499403',[],79
2022-01-08 09:59:49+00:00,"Edinburgh, Scotland","b""'The only unity Biden appears to have brought is a growing consensus that he doesn\xe2\x80\x99t know what he is doing.' \xf0\x9f\x91\x87 Biden was meant to unite America. It\xe2\x80\x99s more divided now than ever  https://t.co/rPCkLL8Zbh""",b'PaulReoch',[],611
2022-01-08 09:59:47+00:00, France 29y  -US 21y-  JPN 27y,"b'GREENWALD    the Whole Democratic Party is Now a Smoking Pile of Rubble,\xe2\x80\x9d  and it is collapsing once again under Biden. Its only ideologies \xe2\x80\x94 neoliberalism, corporatism, militarism \xe2\x80\x94 are widely despised failures, . Democrats have no governing program on which they can run and win'",b'owhy3',[],3058
2022-01-08 09:59:46+00:00,Cranendonck,"b""Well, well...there actually is ONE group in America that isn't totally dissatisfied with Joe Biden's disastrous performance as president over the past year https://t.co/WRx9LdZ7rp""",b'RuttenWillem',[],3024
2022-01-08 09:59:45+00:00,,"b'EXPLAINER: Where are the COVID-19 tests that Biden promised? https://t.co/lyeEUAFywo via @Yahoo The delay was always there, thanks for the shit stirring headline.'",b'KerryFlynnatAVL',[],27
2022-01-08 09:59:40+00:00,Borders,"b""The Trump menace is darker than ever \xe2\x80\x93 and he's snapping at Biden\xe2\x80\x99s heels  | Jonathan Freedland https://t.co/rqRZZkmYwF""",b'GlendinningTim',[],6
2022-01-08 09:59:38+00:00,still tryna figure it out,"b""@Wojito0 A week into Biden's tax plan already got you thinking bout full time modding.""",b'TittermanThe1st',[],714
2022-01-08 09:59:36+00:00,62 floor @ The New York Times ,"b""Let's be clear Biden said he wants 2mill more of them to come in the USA: Illegal Alien, On the Run for 20 Years, Arrested for Raping 5-Year-Old Boy https://t.co/dJjVsL9nOD via @BreitbartNews""",b'TheDailyPretzel',[],97
2022-01-08 09:59:34+00:00,Pennsylvania USA,b'More #DesiPrivilege at the @WhiteHouse; near 50 #DesiDiaspora in #BidenHarris admin.  Biden nominates four Indian Americans to key posts https://t.co/aWEwmCYHMs',b'RodneyR58127664',"['DesiPrivilege', 'DesiDiaspora', 'BidenHarris']",255
2022-01-08 09:59:32+00:00,latestnewsheadline.com,b'FoxNews: #White House bragging about Biden job gains draws social-media backlash https://t.co/lYpzA4mkMI',b'todaylatestnews',['White'],137
2022-01-08 09:59:15+00:00,The Capital Of Kw .,b'The result  The right person  For \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #Biden #After1year https://t.co/Nnp5ugg6eO',b'Osmbannai',"['Biden', 'After1year']",1265
2022-01-08 09:59:14+00:00,,"b'@alfranken Biden touts strong December wage increases, brushes off weak job growth https://t.co/Q9CVN4cYLI \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",b'DianeLooper',[],1
2022-01-08 09:59:11+00:00,,"b'@LynyrdoV @rick_does_math @kniggem @jabbazehunk Omicron has been around for almost 2 months now and only 1 vaccinated has been hospitalized and 1 unvaccinated has died, not sure if either had preexisting. This exact time last year There was well over 100,000'",b'Vladamir_Biden',[],3
2022-01-08 09:59:10+00:00,,b'@ThesouthernM @JasonHaefner @zerohedge \xe2\x80\x9cHe would\xe2\x80\x99ve survived if he took the vaccine\xe2\x80\x9d - probably Biden',b'WallStreetDump',[],15
2022-01-08 09:59:09+00:00,,"b'@BurgeDTX @heidi_seidr I\xe2\x80\x99d argue both political parties have fallen into significant fascist ideologies. And as someone who loathed Trump, the actual overreach policies enacted by Biden are worse and I\xe2\x80\x99m kinda surprised more ppl aren\xe2\x80\x99t seeing woke liberalism as another derangement syndrome.'",b'livinthedreaml1',[],22
2022-01-08 09:59:04+00:00,United States,"b""@DrUncleKevin @SirajAHashmi You won't be able to, because Biden's brain function is falling faster than a brick""",b'hatetheclueless',[],24
2022-01-08 09:58:58+00:00,Hanna barbera Studios,b'https://t.co/cyFSjtA1Wt Impeach President Joe Biden and Vice President Kamala Harris! #bidenharris2022 for special day of ultra for usa of winner champion  Feb 5th 2022 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/U2PQeNjucU',b'Demetrehunter23',['bidenharris2022'],84
2022-01-08 09:58:53+00:00,,b'@YayImNotaBot @RSBNetwork What surrender? It was a peace agreement And when they did something Trump killed them both with a drone strike.  Not like Biden who kills nurses and children with a drone strike',b'AntBoggiano',[],0
2022-01-08 09:58:52+00:00,,b'Former Biden advisers call for \xe2\x80\x98new\xe2\x80\x99 covid strategy https://t.co/52rDUncqLm',b'micasn',[],133
2022-01-08 09:58:49+00:00,Central Luzon,"b""Biden's Presidency IS OVER. He Just TANKED To The Lowest Level Of Suppor... https://t.co/IwNdSnlVkm via @YouTube""",b'Oryang',[],73
2022-01-08 09:58:46+00:00,,"b""GOP's Tweet Praising Trump for 3.9% Unemployment Resurfaces After They Slam Biden for Same Rate #SmartNews  https://t.co/927qsoX7QR""",b'Posicho',['SmartNews'],1221
2022-01-08 09:58:35+00:00,A Karen from Burma/Myanmar lives in UK,b'Tell Biden and Macron to stop blocking sanctions on gas revenue. They must end American and French complicity in violations of international law in Burma. Impose gas revenue sanctions now! Take action here- https://t.co/UKYztN5kTH',b'zoyaphan',[],11837
2022-01-08 09:58:34+00:00,,"b'@POTUS \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 President Joe Biden ""THE PEOPLE\'S PRESIDENT"" Thats why I voted for you. You are very smart and a man of his word. Your actions have brought Hope to Millions of Americans. May Jesus  Bless You 24/7.  \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 R.D. DEWEY (A Navy Disabled Veteran) \xf0\x9f\x92\x93\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9c\xa1\xef\xb8\x8f\xe2\x98\xaa\xef\xb8\x8f\xe2\x9c\x9d\xef\xb8\x8f\xf0\x9f\x8c\x88\xe2\x99\x80\xef\xb8\x8f\xe2\x99\xbf\xef\xb8\x8f\xe2\x98\xae\xef\xb8\x8f'",b'wins_nikki',[],2
2022-01-08 09:58:25+00:00,#Murikkka,b'#USTAXPAID by #biden the #aipac President https://t.co/AQ3pSk2MdG',b'paramesvaradeva',"['USTAXPAID', 'biden', 'aipac']",1035
2022-01-08 09:58:23+00:00,,"b""Soon to come headline: Joe Biden Becomes Black Panthers's Symbolic Meme, 'Muricans About To Blow A Gasket""",b'wthevenisthis',[],18
2022-01-08 09:58:21+00:00,My Heart Is Always In Texas,"b""Stunning Photos Leak Of Biden's Border Crisis https://t.co/6Ars63oa2q""",b'DottieFincham',[],6142
2022-01-08 09:58:18+00:00,Turkey,b'@NickAdamsinUSA But the group of people who voted for Biden is not as large as they say they are. Stupid nonetheless. Very stupid.',b'LouisJMarinelli',[],2390
2022-01-08 09:58:15+00:00,"上海, 中华人民共和国","b'Biden has been in office for a year, why they still using Trump as the headpicture? https://t.co/zpDlWorK8l'",b'zhazhahui010',[],0
2022-01-08 09:58:13+00:00,,"b""@RedWingGrips This comes down to one thing and one thing only:  Can the Government for a person to put something in one's body that one does not want?  My answer is NO!!!! What would it be next?  Computer chips the size of rice injected?  Stop Biden TYRANNY!""",b'Molly4everLoved',[],74
2022-01-08 09:58:11+00:00,,b'KLEPTOCRACY INTERNAL RIVALRY MAY BRING THIS RACIST MONSTER DOWN ONCE N FOR ALL N THE WORLD WILL BE SAFER!  APARTHEID RACIST KHAZARI COLONY(israel????) IN PALESTINE WILL GO BANKRUPT TOO WITHOUT THE MAIN SPONSOR! https://t.co/VAW1xfcos7',b'apoliti63780208',[],231
2022-01-08 09:58:09+00:00,,"b'@GOP Oh Hon, ""treatments"" don\'t prevent disease. Vaccines do. They are free for everyone, thanks to Victorious Biden.'",b'ChaseNmyTail17',[],32
2022-01-08 09:58:07+00:00,"London, England","b'@CFC_H20 Trump was intentionally funny, Biden is unintentionally funny https://t.co/K9A0dwuGl3'",b'PercyVader',[],89
2022-01-08 09:58:05+00:00,"Hesse, Germany","b'The pressure files remain locked in the drawers, when it comes to the interests of the American left.  Remind me, did Biden throughout his campaign ever address the IRGC shooting down a Ukrainian plane and killing 167 people?  The left is the biggest partner to terrorism \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb'",b'AzeezKhalidS',[],1949
2022-01-08 09:57:59+00:00,,"b'@washingtonpost Why is it ""Biden\'s"" climate agenda.  Why isn\'t it America\'s agenda?  I know you think you need to slap Biden every day because you never had anything good to write about his predecessor, but please stop.  It is unbecoming, WaPo!'",b'SvenSve21385605',[],4
2022-01-08 09:57:52+00:00,GOD BLESSED TEXAS WOMEN,"b'@samtosane show me the proof, a video? and Article? What about Joe Biden that was BEST FRIENDS WITH THE LEADER OF THE KKK, that does not bother you? And Hillary, She was also friends with the Grand Wizard, you need to study up https://t.co/L6hXdqro7N'",b'ShellyMarven',[],6116
2022-01-08 09:57:52+00:00,,"b""@TheDemocrats Biden's Hate speech to the American people was the most Divisive and Vicious thing I've ever heard from a President and the fact that Democrats are celebrating it is appalling, you're responsible for the great divide in our country &amp; we will vote you out of office""",b'MostoyzwinAl',[],7
2022-01-08 09:57:50+00:00,Back Left,"b""@Gathua_Andy @kevchiri @OukojohnJ @laikasnewlife You guys blaming Biden already? Like there's been no corona? Like there's been no Trump immediately before him? Smh""",b'still_lethal',[],712
2022-01-08 09:57:48+00:00,Polygon,b'President Biden sends CFTC nominations to Senate  ~ #NFTnews #NFTCommunity #Crypto https://t.co/3DDsOb7OTl',b'TheCrypty',"['NFTnews', 'NFTCommunity', 'Crypto']",304
2022-01-08 09:57:48+00:00,,"b'Supreme Court seems skeptical of Biden\xe2\x80\x99s vaccine rules for businesses, more receptive to policy for health-care workers https://t.co/F6FLxo2Kx8'",b'micasn',[],133
2022-01-08 09:57:44+00:00,,"b'@TeamPelosi #NancyPelosi lied about four officers dying on #Jan6. One died of a heart attack, two died weeks later via suicide and the last one was murdered by a Louis Farrakhan supporter months later. WTH? Biden lied saying ppl at the Capitol were armed\xe2\x80\xa6 lies, lies, lies. https://t.co/eCYG1gWdrq'",b'calrissian_han',"['NancyPelosi', 'Jan6']",16
2022-01-08 09:57:35+00:00,"Alaska, USA",b'@LaToyahB @TomiLahren Biden wouldn\xe2\x80\x99t even have to lose because they would still riot.',b'flex_truth',[],20
2022-01-08 09:57:14+00:00,"Prescott, AZ",b'Schumer escalates pressure on Biden to cancel student loans in 2022 https://t.co/C4d5rO92Br   The result American taxpayers will pay off the loans for the students why is this hard to understand?',b'PamBrink',[],1578
2022-01-08 09:57:14+00:00,,b'I pray for Biden and every member of Congress and other elected officials every day that they justly and without personal gain govern ethically and morally on behalf of USA citizens.\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd',b'MarciaLDyson',[],15476
2022-01-08 09:57:14+00:00,"The Hague, The Netherlands","b'@HawleyMO NEW: With today\xe2\x80\x99s new jobs numbers, here is how President Biden compares to the past 4 Republican presidents at the 11 month mark:  Reagan: -138K H.W. Bush: +1.7M Bush: -1.7M Trump: +2M Biden: +6.2M  Biden has added more than them combined.'",b'MorganEdde',[],147
2022-01-08 09:57:11+00:00,,"b""Trump melts down over Biden's 'very hurtful' Jan. 6 speech and continues to spread election lies  https://t.co/p2yw3emXbb""",b'ZaleskiLuke',[],33053
2022-01-08 09:57:08+00:00,"Georgia, USA","b'President Joe Biden visits Colorado fire zone, meets with first responders https://t.co/PIXqHG25dc #FoxWeather'",b'tornadokid3',['FoxWeather'],3546
2022-01-08 09:57:06+00:00,,"b'@TheLeonLoggins @VP I thought he was going to fix Covid, he failed, what about the border crisis, what about Afghanistan what about inflation, what about rising gas and grocery prices, what about the massive rise in crime, murder, rape, armed robbery &amp; it just goes on &amp; on, Biden has done sweet F.A!'",b'RitchingsWayne',[],156
2022-01-08 09:57:02+00:00,Potato farm,"b'@NickAdamsinUSA Oh that was Trump, not Biden. My bad.'",b'Snorkelybum',[],18
2022-01-08 09:56:59+00:00,"Wisconsin, USA","b'Biden, Back Into the Breach https://t.co/H5TQOtPTGC'",b'dougbevill',[],300
2022-01-08 09:56:46+00:00,,"b""YouTube removes singer-songwriter John Ondrasik's video slamming Biden https://t.co/kB5pm3LOAy via @MailOnline""",b'ArnesshpA',[],3869
2022-01-08 09:56:45+00:00,,"b'So who actually makes theses reports,THE BIDEN COUP DOES,LOL,LIKE THEVOTING MACHINES THEY ARE FAKE,W.T.F.U. AMERICA YA BEING SUCKER PLAYED,LOL https://t.co/xa9OeUSsaO'",b'hwfranzjr',[],1189
2022-01-08 09:56:40+00:00,,"b""@ChrisSullivan34 @Kevinmc1953 @RealCandaceO @Cernovich @tedcruz Finally, this will blow your mind. I don't think Biden is doing a good job either. You should see how refreshing it is to call a spade a spade in life, cheers""",b'SoulGlo17',[],0
2022-01-08 09:56:38+00:00,America,"b""This is wonky. #TedCruz is holding up dozens of Biden's ambassador nominations. Ambassadors are vital for maintaining relationships and so much more.  #GOP sabotages #Biden... again.  #MSNBC #FoxNews #Breaking    #NordStream2 #TedCruz  https://t.co/0UZoFG7Osy https://t.co/JhiPZqhvfs""",b'RobertKilroy12',"['TedCruz', 'GOP', 'Biden', 'MSNBC', 'FoxNews', 'Breaking', 'NordStream2', 'TedCruz']",57
2022-01-08 09:56:34+00:00,,"b""joe biden finding an ant hill on the white house lawn and fucking it because he confused it for jill's ass""",b'gamecubeinmyass',[],128
2022-01-08 09:56:31+00:00,Everywhere,b'@RepBoebert Biden is getting things done with the greater good in mind. Bobo is gaslighting with a grade school mind.',b'KurkeMatt',[],41
2022-01-08 09:56:31+00:00,CA,b'@DrDinD It\xe2\x80\x99s this kind of preventable political subterfuge that undermines Biden\xe2\x80\x99s economic poll numbers.Holdovers from TFG in all Depts should\xe2\x80\x99ve been purged.Bipartisanship is impossible with MAGA bc Truth is not in them.These\xe2\x80\x9dmistakes\xe2\x80\x9d are calculated political propaganda techniques. https://t.co/4BgS7yP0DG',b'spunkygaga',[],4466
2022-01-08 09:56:25+00:00,,"b""@tribelaw Is the AG concerned any new GOP majority in '23 would use this as pretext to impeach Biden? Mistake.""",b'DocMcMonagle',[],359
2022-01-08 09:56:23+00:00,"Right here, right now","b'@BaileyT615 @ericjem7 @Jim_Jordan Economy is booming, the war was ended badly by Trump, our allies hated Trump - they laughed at him, infrastructure week happened, Russia has dirty energy.   What rightwing news do you listen to that your head is so full of nonsense?  https://t.co/YQWKjABnoE https://t.co/Zm2kxkHsr8'",b'Dangerangel',[],2744
2022-01-08 09:56:15+00:00,"England, United Kingdom",b'Remarkable to think just how much Biden has fucked up in his first 12 months\xe2\x80\xa6  Joe Biden was meant to unite America \xe2\x80\x93 but it\xe2\x80\x99s more divided than ever https://t.co/BG8OJbMrhi',b'Gin_Not_Sling',[],911
2022-01-08 09:56:14+00:00,,b'White House bragging about Biden job gains draws social-media\xc2\xa0backlash https://t.co/vJ1XUI3XT6',b'MisterMikeFrost',[],4018
2022-01-08 09:56:08+00:00,,b'@donwinslow Biden and Schumer are *not* putting in the work on voting rights. At all.',b'Midbymidwest10',[],144
2022-01-08 09:56:07+00:00,,"b""@KiwiLee17 @SethAbramson That's his unit measure at a glance of his support.  What does Biden's crowd look like?  Biden is the Anti-Christ that Nostradamus predicted. Trump=Common sense policies.  Biden=Communist, Astray, Led by the Nose by China &amp; Corruption, New World Order.  Not me, Not THE MAJORITY.""",b'USA_ITALIAN',[],0
2022-01-08 09:55:58+00:00,United Kingdom,b'Biden comforts families in fire-devastated Colorado | The Guardian Nigeria\xc2\xa0News https://t.co/yqDqjSw0H4',b'NaijameritNG',[],872
2022-01-08 09:55:57+00:00,,b'@KMPHFOX26 Biden is not doing enough for the American people. Hold china accountable for this crazy outbreak of Covid that never stops. To many are dieing and he continues to believe we are alright.',b'elizabethchavo3',[],0
2022-01-08 09:55:56+00:00,THE HEARTLAND,"b""THE BIDEN ADMINISTRATION REALLY IS PURSUING A TARGETED CULL OF CERTAIN SEGMENTS OF THE POPULATION THEY FIND UNDESIRABLE, AND THEY CAN'T EVEN RESIST GOING ON TV TO CELEBRATE THE RESULTS.   https://t.co/UmvfG91m4Z""",b'RepublicanDalek',[],6949
2022-01-08 09:55:53+00:00,,"b""@Third_Witness @J_McGrody @WhiteHouse And yet Trump still managed to become a billionaire. That's with a B!! His Trump org employs some 22k worldwide and does annual revenues in the $650 million range. More people have died from Covid under Biden than Trump. What flavor is that you are drinking today?""",b'dunn_ddunn',[],85
2022-01-08 09:55:53+00:00,Tx,"b""@the_resistor Y'all really need to get over the idea that everybody who showed up that day was there to break the law. Of course you don't want to relinquish your delusional little bludgeon  because Biden's time in office has been so pathetic. You don't have much else to work with.""",b'JanaUC',[],358
2022-01-08 09:55:51+00:00,,"b'@CNN If they made chicken that smelled like kids, both CNN and Biden would be happy.'",b'mydogssmarter',[],31
2022-01-08 09:55:33+00:00,"Minneapolis-St.Paul, MN",b'@BuzzThinksFree @BillPascrell Amazing news: the Biden Boom is on pace for the greatest economic growth since JFK -  55 years ago:   Biden:   6.3% 1st Quarter 6.7% 2nd Quarter  2.3% 3rd Quarter  7.6% 4th Quarter (est)  Trump: 2nd worst in history:   2.3%      2017 2.9%.     2018  2.2%      2019  (-3.5%) 2020',b'GJohnsonEsq',[],1061
2022-01-08 09:55:32+00:00,"Georgia, USA",b'@Bettswithfive @realMcDickles @TimRunsHisMouth Did I vote for Biden? Yep. It was the shitty choice presented to us.   I don\xe2\x80\x99t regret the choice I made between the two. But I don\xe2\x80\x99t owe allegiance to any elected official who doesn\xe2\x80\x99t make good on promises to the electorate.',b'caffeineandsalt',[],9
2022-01-08 09:55:30+00:00,,"b""My mom's friend works at the local medical center and lately her entire job has been swabbing schoolchildren. She said 90% of the tests are coming back positive. With Biden's administration abdicating responsibility and admins forcing in-person school, US children are so screwed. https://t.co/YFAoAvCmED""",b'aquariansun156',[],113
2022-01-08 09:55:28+00:00,,b'@TomFitton &amp; We didn\xe2\x80\x99t have a real president until President Biden won the election\xe2\x80\xa6\xe2\x9c\x85',b'abzgla',[],3528
2022-01-08 09:55:28+00:00,,b'@dmburrows @newsmax He did not lost. Russians and Chinese put their puppet weak man Biden in position America today is a banana Republic',b'Americanpinoy1',[],221
2022-01-08 09:55:24+00:00,,"b'@LynyrdoV @rick_does_math @kniggem @jabbazehunk Omicron is also a virus seen more in vaccinated. Omicron is also a mild variant, and way less virulent.'",b'Vladamir_Biden',[],3
2022-01-08 09:55:18+00:00,Panama,"b'Sounds kind of like the aristocratic Franklin D. Roosevelt when he ranted against the ""economic royalists."" That is, like a Democrat.  https://t.co/JJLbaTFGO5'",b'ThePanamaNews',[],1313
